user_id,item_id,like
user_641,item_303,0
user_855,item_459,0
user_1538,item_182,0
user_1963,item_415,0
user_786,item_13,0
user_371,item_92,0
user_239,item_185,0
user_195,item_471,0
user_1364,item_427,0
user_550,item_250,0
user_1528,item_258,0
user_1690,item_315,1
user_378,item_111,0
user_1819,item_71,1
user_1217,item_466,0
user_141,item_9,0
user_388,item_317,0
user_386,item_93,0
user_1417,item_247,0
user_1649,item_30,1
user_1379,item_41,0
user_1094,item_53,0
user_1736,item_402,0
user_455,item_387,0
user_530,item_296,0
user_1961,item_261,1
user_1971,item_57,0
user_1347,item_236,1
user_538,item_388,0
user_1138,item_130,0
user_338,item_246,0
user_1782,item_203,0
user_190,item_103,0
user_760,item_332,0
user_138,item_116,0
user_1223,item_415,1
user_1979,item_100,0
user_85,item_100,0
user_361,item_181,0
user_1563,item_387,1
user_1335,item_12,0
user_1575,item_202,1
user_1888,item_38,0
user_706,item_14,0
user_351,item_381,0
user_149,item_117,1
user_592,item_205,0
user_982,item_95,0
user_1581,item_242,0
user_817,item_145,0
user_1078,item_378,0
user_772,item_59,0
user_1919,item_268,0
user_1355,item_272,0
user_1249,item_456,0
user_1898,item_1,0
user_62,item_485,0
user_1896,item_450,0
user_1109,item_352,0
user_1523,item_82,0
user_43,item_420,0
user_1438,item_60,1
user_988,item_56,1
user_1384,item_295,0
user_1126,item_5,1
user_1913,item_113,0
user_1376,item_60,0
user_1377,item_45,0
user_1494,item_139,0
user_965,item_168,0
user_1010,item_277,0
user_111,item_31,0
user_1685,item_376,1
user_1360,item_404,1
user_1587,item_13,1
user_407,item_335,0
user_539,item_19,1
user_933,item_77,0
user_1899,item_329,1
user_1563,item_36,0
user_1933,item_148,0
user_684,item_232,0
user_365,item_314,0
user_1862,item_395,1
user_1299,item_358,0
user_1055,item_302,0
user_1962,item_229,0
user_489,item_372,0
user_627,item_302,0
user_523,item_163,1
user_763,item_284,0
user_1079,item_371,0
user_1449,item_422,0
user_1505,item_115,0
user_194,item_109,1
user_437,item_487,0
user_857,item_178,0
user_103,item_494,0
user_538,item_446,0
user_422,item_421,0
user_518,item_371,0
user_730,item_208,1
user_1863,item_60,0
user_1297,item_351,0
user_1943,item_80,0
user_992,item_247,0
user_1334,item_343,0
user_340,item_475,0
user_839,item_343,0
user_1874,item_471,0
user_1433,item_65,1
user_1946,item_160,0
user_1612,item_82,0
user_1230,item_307,0
user_249,item_268,0
user_927,item_148,0
user_615,item_112,0
user_1432,item_81,0
user_1887,item_75,0
user_592,item_52,0
user_1595,item_138,0
user_1558,item_105,0
user_34,item_113,0
user_713,item_182,0
user_1139,item_28,0
user_1196,item_96,0
user_1117,item_111,0
user_1066,item_136,0
user_1458,item_498,1
user_1323,item_381,1
user_1091,item_327,0
user_1532,item_144,0
user_1614,item_466,0
user_1972,item_352,0
user_176,item_256,0
user_1170,item_85,0
user_1607,item_168,0
user_1441,item_220,0
user_36,item_319,1
user_687,item_48,0
user_1276,item_150,1
user_1935,item_442,0
user_1108,item_425,0
user_1774,item_377,0
user_1485,item_299,1
user_1393,item_198,0
user_1915,item_306,0
user_1364,item_491,0
user_1519,item_399,0
user_221,item_319,0
user_814,item_310,0
user_1711,item_474,1
user_1303,item_426,0
user_1979,item_31,0
user_1424,item_267,0
user_742,item_465,0
user_337,item_50,0
user_665,item_335,0
user_391,item_497,0
user_487,item_156,0
user_1716,item_112,0
user_1113,item_90,0
user_946,item_68,1
user_1561,item_235,0
user_922,item_206,0
user_1770,item_253,0
user_906,item_389,0
user_498,item_208,0
user_772,item_54,0
user_1256,item_412,0
user_1758,item_7,1
user_1084,item_289,0
user_191,item_330,0
user_1692,item_265,1
user_18,item_324,1
user_1141,item_45,0
user_1242,item_362,0
user_1647,item_362,0
user_157,item_148,0
user_1326,item_120,1
user_895,item_338,0
user_1458,item_359,0
user_1653,item_185,0
user_848,item_150,0
user_1647,item_64,1
user_1101,item_158,0
user_1727,item_229,1
user_1518,item_198,0
user_197,item_25,0
user_1082,item_178,0
user_1160,item_210,0
user_1159,item_68,0
user_1398,item_470,1
user_837,item_220,0
user_605,item_268,0
user_1081,item_93,0
user_1319,item_45,1
user_840,item_120,0
user_1093,item_51,0
user_1155,item_22,0
user_546,item_243,0
user_166,item_77,0
user_713,item_240,0
user_1594,item_195,0
user_1723,item_22,0
user_288,item_262,0
user_1070,item_369,0
user_379,item_36,0
user_1398,item_261,0
user_1087,item_304,0
user_887,item_386,0
user_717,item_4,1
user_1276,item_269,1
user_1938,item_385,0
user_1081,item_474,1
user_1866,item_225,0
user_141,item_248,0
user_1556,item_373,0
user_1679,item_459,0
user_855,item_78,0
user_1991,item_38,0
user_1793,item_57,0
user_1267,item_193,0
user_705,item_489,0
user_1576,item_394,0
user_1908,item_476,0
user_655,item_75,1
user_786,item_71,0
user_1856,item_299,0
user_285,item_471,0
user_1727,item_5,0
user_582,item_156,0
user_86,item_106,0
user_1693,item_53,0
user_177,item_83,0
user_542,item_430,0
user_975,item_366,0
user_1051,item_207,0
user_1427,item_184,1
user_393,item_184,0
user_992,item_395,0
user_47,item_222,0
user_1214,item_178,1
user_260,item_118,0
user_1840,item_338,0
user_569,item_206,0
user_463,item_456,0
user_309,item_95,0
user_441,item_467,0
user_371,item_279,0
user_633,item_174,0
user_1848,item_186,0
user_359,item_100,0
user_373,item_278,1
user_611,item_135,0
user_1903,item_17,0
user_1211,item_341,1
user_383,item_316,0
user_1093,item_124,0
user_784,item_434,0
user_709,item_254,1
user_1430,item_74,0
user_225,item_35,1
user_1665,item_291,0
user_661,item_111,0
user_1098,item_299,0
user_428,item_197,0
user_41,item_49,0
user_1958,item_49,0
user_815,item_400,0
user_885,item_378,1
user_1143,item_372,0
user_817,item_219,1
user_419,item_487,0
user_1771,item_110,0
user_697,item_229,0
user_1306,item_213,0
user_169,item_208,0
user_1519,item_180,0
user_272,item_377,0
user_199,item_150,0
user_1883,item_88,0
user_1096,item_433,0
user_1305,item_264,0
user_69,item_91,0
user_1423,item_378,0
user_1956,item_33,0
user_1670,item_396,0
user_334,item_285,0
user_244,item_226,0
user_1090,item_251,0
user_1262,item_72,0
user_1103,item_241,0
user_74,item_105,0
user_813,item_248,0
user_177,item_34,1
user_635,item_417,0
user_1484,item_280,0
user_394,item_495,0
user_668,item_394,1
user_1440,item_481,0
user_499,item_482,0
user_493,item_226,1
user_583,item_153,0
user_1452,item_38,0
user_358,item_50,0
user_373,item_315,0
user_855,item_457,0
user_1478,item_319,1
user_1368,item_368,1
user_858,item_425,0
user_1584,item_309,0
user_1790,item_223,0
user_145,item_236,0
user_854,item_470,0
user_1811,item_198,0
user_1026,item_394,0
user_1025,item_444,0
user_28,item_51,0
user_1440,item_136,0
user_1271,item_343,0
user_1987,item_499,0
user_356,item_479,0
user_871,item_59,0
user_1552,item_6,0
user_847,item_491,0
user_572,item_347,0
user_1651,item_499,0
user_1013,item_492,1
user_1670,item_252,0
user_1093,item_498,1
user_102,item_399,0
user_917,item_444,0
user_334,item_54,0
user_1827,item_103,0
user_411,item_479,0
user_589,item_376,0
user_1841,item_109,0
user_704,item_369,0
user_1340,item_115,0
user_1714,item_452,0
user_104,item_60,1
user_1027,item_463,0
user_1260,item_227,1
user_1005,item_495,0
user_245,item_392,0
user_747,item_146,0
user_673,item_187,0
user_1389,item_141,0
user_1218,item_259,0
user_1394,item_233,0
user_1532,item_146,0
user_444,item_35,0
user_948,item_44,1
user_936,item_415,0
user_409,item_121,1
user_1790,item_362,0
user_1129,item_240,0
user_775,item_373,0
user_23,item_259,0
user_486,item_361,0
user_449,item_141,0
user_223,item_322,0
user_989,item_270,0
user_1648,item_356,0
user_99,item_55,0
user_324,item_177,0
user_119,item_349,1
user_1384,item_20,1
user_663,item_134,0
user_1640,item_168,0
user_1692,item_486,0
user_192,item_168,0
user_529,item_404,0
user_1382,item_254,0
user_152,item_242,0
user_632,item_429,1
user_1837,item_26,0
user_498,item_334,1
user_78,item_268,0
user_1707,item_382,0
user_1183,item_103,1
user_1854,item_232,0
user_1658,item_344,0
user_511,item_201,0
user_1615,item_114,0
user_1272,item_334,0
user_1579,item_67,0
user_948,item_131,0
user_1337,item_440,0
user_1857,item_187,0
user_126,item_269,0
user_1201,item_232,0
user_784,item_257,0
user_1167,item_496,1
user_1240,item_328,0
user_75,item_302,0
user_848,item_357,0
user_1476,item_26,0
user_752,item_335,0
user_34,item_153,0
user_1494,item_414,0
user_122,item_155,0
user_266,item_240,0
user_714,item_278,0
user_1108,item_258,1
user_699,item_144,0
user_1093,item_493,1
user_1512,item_480,0
user_1575,item_175,0
user_1085,item_362,0
user_1377,item_484,1
user_1867,item_445,0
user_1266,item_185,0
user_317,item_105,0
user_1147,item_435,0
user_1378,item_463,0
user_322,item_245,1
user_360,item_276,1
user_57,item_249,0
user_663,item_402,0
user_1333,item_99,1
user_699,item_124,0
user_1346,item_261,0
user_1133,item_168,0
user_490,item_123,0
user_89,item_98,1
user_1476,item_28,0
user_984,item_414,0
user_723,item_140,1
user_1790,item_469,1
user_414,item_139,1
user_292,item_226,0
user_1372,item_242,0
user_1195,item_16,1
user_1256,item_32,0
user_1100,item_288,0
user_1180,item_70,0
user_496,item_266,0
user_1940,item_462,0
user_263,item_482,0
user_15,item_202,0
user_419,item_356,0
user_554,item_102,1
user_295,item_107,0
user_437,item_304,0
user_1841,item_327,0
user_665,item_295,1
user_1251,item_451,0
user_471,item_61,1
user_1103,item_119,0
user_612,item_182,0
user_728,item_213,0
user_15,item_54,1
user_1321,item_299,0
user_1117,item_461,0
user_724,item_341,0
user_1663,item_4,0
user_1165,item_483,0
user_373,item_447,0
user_1806,item_112,1
user_954,item_352,0
user_1247,item_149,1
user_509,item_465,0
user_372,item_59,0
user_1888,item_448,1
user_1869,item_263,0
user_14,item_464,0
user_189,item_93,0
user_1757,item_428,0
user_920,item_377,1
user_144,item_203,0
user_167,item_30,0
user_1200,item_239,0
user_1357,item_451,1
user_1902,item_62,0
user_1385,item_245,1
user_31,item_334,1
user_435,item_29,1
user_813,item_234,1
user_667,item_142,0
user_1981,item_69,0
user_1986,item_62,0
user_1253,item_103,0
user_1578,item_470,0
user_728,item_374,1
user_116,item_207,0
user_1551,item_412,1
user_653,item_409,0
user_1472,item_188,0
user_1823,item_285,0
user_612,item_130,0
user_1266,item_180,1
user_1354,item_284,1
user_297,item_443,0
user_1620,item_316,0
user_197,item_106,1
user_1910,item_438,0
user_892,item_488,0
user_453,item_361,1
user_87,item_159,1
user_54,item_208,0
user_1462,item_452,0
user_1540,item_17,0
user_130,item_328,0
user_1629,item_429,0
user_925,item_445,0
user_365,item_421,0
user_1471,item_402,0
user_1132,item_373,0
user_1185,item_324,0
user_291,item_275,0
user_317,item_115,0
user_871,item_422,1
user_1135,item_467,0
user_1392,item_365,0
user_581,item_81,0
user_31,item_168,1
user_566,item_60,0
user_682,item_466,1
user_1146,item_196,0
user_176,item_308,0
user_1242,item_26,0
user_581,item_254,0
user_1718,item_151,1
user_24,item_159,1
user_772,item_162,0
user_1206,item_118,0
user_272,item_411,0
user_1109,item_185,1
user_634,item_210,1
user_1788,item_7,0
user_1249,item_148,0
user_889,item_12,0
user_322,item_105,1
user_1249,item_196,0
user_838,item_69,0
user_1292,item_310,0
user_968,item_21,0
user_817,item_102,1
user_234,item_475,0
user_1936,item_39,0
user_232,item_198,0
user_1573,item_105,0
user_1195,item_209,0
user_1617,item_372,0
user_1865,item_114,1
user_108,item_140,1
user_213,item_284,0
user_1006,item_124,0
user_1610,item_260,1
user_1926,item_260,1
user_1657,item_81,0
user_1215,item_66,0
user_930,item_113,0
user_1140,item_27,0
user_376,item_409,0
user_329,item_85,0
user_246,item_31,0
user_1791,item_147,0
user_114,item_333,0
user_419,item_150,1
user_634,item_69,0
user_1567,item_146,0
user_348,item_317,0
user_1652,item_459,0
user_291,item_311,0
user_422,item_140,0
user_678,item_73,0
user_334,item_31,0
user_615,item_90,1
user_1874,item_22,0
user_393,item_436,0
user_846,item_484,0
user_1060,item_245,0
user_1306,item_392,0
user_613,item_208,0
user_1596,item_421,0
user_1853,item_351,0
user_1174,item_72,1
user_1413,item_144,0
user_395,item_130,0
user_1076,item_164,0
user_411,item_180,0
user_1282,item_183,0
user_928,item_342,0
user_1281,item_437,0
user_1899,item_311,0
user_1361,item_206,0
user_593,item_95,0
user_780,item_252,0
user_216,item_80,0
user_178,item_13,0
user_241,item_148,0
user_1561,item_168,1
user_425,item_224,1
user_316,item_23,0
user_540,item_27,0
user_488,item_294,0
user_345,item_189,0
user_282,item_291,0
user_952,item_390,0
user_848,item_91,0
user_438,item_223,0
user_1250,item_122,0
user_307,item_26,0
user_294,item_116,0
user_582,item_63,0
user_1640,item_492,0
user_1472,item_233,0
user_857,item_216,0
user_1908,item_275,0
user_995,item_398,0
user_1429,item_311,0
user_1195,item_243,0
user_1145,item_194,0
user_1913,item_5,1
user_24,item_52,0
user_1293,item_487,0
user_892,item_351,0
user_782,item_278,0
user_1515,item_193,0
user_899,item_142,0
user_1745,item_81,0
user_696,item_322,0
user_758,item_387,0
user_956,item_455,0
user_122,item_484,0
user_1112,item_212,0
user_1875,item_464,0
user_1790,item_316,0
user_1744,item_13,1
user_1365,item_51,0
user_1143,item_31,0
user_1264,item_99,0
user_1332,item_243,0
user_435,item_437,0
user_861,item_223,0
user_1306,item_364,0
user_1315,item_92,0
user_1241,item_468,0
user_568,item_133,0
user_554,item_87,0
user_1250,item_474,0
user_827,item_301,0
user_1609,item_268,0
user_982,item_159,0
user_430,item_102,1
user_1285,item_317,1
user_1691,item_491,1
user_963,item_394,0
user_1636,item_248,1
user_568,item_211,0
user_15,item_336,1
user_179,item_42,0
user_530,item_177,0
user_1470,item_322,0
user_1512,item_284,0
user_852,item_0,0
user_1349,item_69,1
user_157,item_475,0
user_596,item_286,0
user_168,item_163,0
user_1624,item_127,0
user_1813,item_316,0
user_1297,item_279,0
user_1012,item_238,0
user_1987,item_138,1
user_959,item_416,0
user_520,item_270,0
user_960,item_145,0
user_1758,item_100,0
user_232,item_333,0
user_1208,item_242,0
user_1685,item_328,0
user_786,item_454,0
user_1843,item_476,0
user_477,item_300,0
user_1789,item_328,0
user_776,item_154,0
user_653,item_494,0
user_308,item_165,0
user_669,item_386,0
user_1060,item_258,0
user_484,item_54,0
user_1099,item_95,0
user_532,item_311,0
user_1966,item_383,1
user_706,item_358,0
user_172,item_373,0
user_1317,item_36,0
user_1028,item_87,0
user_407,item_335,0
user_860,item_450,0
user_736,item_104,0
user_1642,item_14,0
user_1801,item_10,1
user_1980,item_125,1
user_1365,item_1,0
user_1143,item_213,0
user_917,item_109,0
user_279,item_428,0
user_652,item_166,0
user_881,item_191,0
user_1994,item_425,0
user_1113,item_148,0
user_180,item_428,0
user_831,item_469,0
user_1178,item_155,0
user_1286,item_23,0
user_237,item_102,1
user_699,item_79,0
user_305,item_61,0
user_820,item_130,1
user_218,item_413,1
user_1563,item_323,0
user_1394,item_374,0
user_1907,item_36,0
user_180,item_51,1
user_1218,item_422,0
user_1806,item_79,0
user_1226,item_92,1
user_262,item_169,0
user_483,item_369,0
user_238,item_447,0
user_995,item_69,0
user_1938,item_416,0
user_754,item_421,0
user_346,item_3,1
user_1833,item_49,0
user_11,item_122,0
user_1180,item_118,1
user_164,item_446,0
user_57,item_353,0
user_507,item_103,1
user_1643,item_208,0
user_1887,item_248,0
user_609,item_368,0
user_658,item_289,0
user_1350,item_390,0
user_1430,item_357,0
user_510,item_93,0
user_1185,item_122,0
user_177,item_171,0
user_783,item_240,0
user_751,item_242,0
user_13,item_493,0
user_1962,item_15,0
user_1977,item_350,0
user_1540,item_488,0
user_1835,item_299,0
user_518,item_13,1
user_1095,item_491,0
user_980,item_395,0
user_1629,item_88,0
user_1796,item_366,1
user_1035,item_206,0
user_1400,item_337,0
user_1734,item_73,0
user_941,item_203,0
user_1048,item_206,1
user_1025,item_254,0
user_1042,item_149,0
user_1496,item_201,0
user_168,item_138,0
user_1900,item_226,0
user_1806,item_444,1
user_1201,item_403,0
user_35,item_137,0
user_69,item_153,0
user_483,item_68,0
user_1432,item_483,0
user_1153,item_31,0
user_599,item_190,1
user_693,item_170,1
user_372,item_447,0
user_1401,item_485,0
user_1092,item_123,1
user_1688,item_214,0
user_1843,item_288,0
user_838,item_17,0
user_2,item_88,0
user_1713,item_465,0
user_1992,item_5,0
user_1393,item_226,0
user_1421,item_296,0
user_1661,item_324,0
user_780,item_122,0
user_777,item_495,0
user_1269,item_471,0
user_585,item_127,0
user_905,item_148,0
user_274,item_487,1
user_777,item_220,0
user_281,item_461,0
user_1095,item_106,0
user_1828,item_405,0
user_624,item_441,1
user_1078,item_264,0
user_317,item_460,1
user_1541,item_59,0
user_1682,item_301,0
user_1069,item_161,0
user_1962,item_128,1
user_1279,item_408,0
user_381,item_264,1
user_610,item_408,0
user_1644,item_329,0
user_1785,item_250,0
user_1728,item_150,0
user_502,item_246,0
user_1492,item_11,1
user_589,item_305,0
user_985,item_368,0
user_1638,item_62,0
user_309,item_71,1
user_855,item_41,0
user_1945,item_347,1
user_1991,item_182,0
user_575,item_154,0
user_40,item_77,0
user_1586,item_420,0
user_1337,item_160,1
user_1707,item_185,0
user_884,item_444,1
user_1444,item_460,1
user_331,item_379,0
user_16,item_214,0
user_350,item_20,0
user_1765,item_370,0
user_494,item_383,0
user_802,item_180,0
user_1544,item_23,0
user_1195,item_432,1
user_297,item_440,0
user_1548,item_477,0
user_194,item_99,0
user_1712,item_490,1
user_1255,item_382,0
user_453,item_17,0
user_1765,item_218,0
user_1211,item_238,0
user_1678,item_441,0
user_540,item_183,0
user_485,item_441,0
user_1129,item_73,0
user_1422,item_149,1
user_375,item_24,0
user_150,item_142,0
user_116,item_341,0
user_939,item_22,1
user_1591,item_382,0
user_1070,item_347,0
user_543,item_34,0
user_1707,item_179,1
user_613,item_13,0
user_810,item_262,0
user_908,item_110,0
user_1165,item_321,0
user_1300,item_447,0
user_1411,item_94,0
user_935,item_336,0
user_1604,item_134,0
user_1357,item_159,0
user_1225,item_233,0
user_205,item_487,0
user_1999,item_41,0
user_1883,item_442,1
user_1822,item_125,0
user_659,item_195,0
user_387,item_88,0
user_338,item_66,0
user_1762,item_489,0
user_1113,item_271,0
user_185,item_81,1
user_2,item_192,0
user_238,item_262,0
user_8,item_142,0
user_1373,item_239,0
user_110,item_325,0
user_1568,item_472,0
user_57,item_129,0
user_391,item_90,0
user_731,item_318,1
user_930,item_71,0
user_266,item_188,0
user_1264,item_313,0
user_353,item_363,1
user_1026,item_104,1
user_986,item_58,0
user_1602,item_391,0
user_269,item_427,0
user_688,item_193,1
user_794,item_496,1
user_1012,item_100,1
user_928,item_73,0
user_235,item_234,0
user_133,item_163,0
user_1594,item_162,0
user_72,item_482,1
user_1831,item_16,0
user_1653,item_453,0
user_1108,item_227,0
user_1932,item_30,0
user_1426,item_128,0
user_1671,item_497,0
user_422,item_170,0
user_1580,item_162,0
user_1308,item_483,0
user_431,item_208,0
user_1777,item_182,0
user_1777,item_467,0
user_1980,item_373,0
user_1348,item_204,0
user_1398,item_98,0
user_257,item_187,0
user_745,item_13,0
user_61,item_353,0
user_1393,item_322,1
user_1015,item_302,0
user_534,item_416,0
user_1018,item_68,0
user_1931,item_40,0
user_329,item_330,0
user_519,item_126,0
user_1034,item_85,0
user_817,item_120,0
user_1765,item_262,0
user_891,item_106,0
user_148,item_76,0
user_469,item_323,0
user_1762,item_289,0
user_1574,item_433,0
user_429,item_130,0
user_411,item_418,0
user_1602,item_328,0
user_1557,item_172,0
user_1629,item_159,0
user_1607,item_490,0
user_632,item_415,0
user_1899,item_100,0
user_567,item_368,0
user_1658,item_109,0
user_911,item_45,0
user_1828,item_245,1
user_1195,item_362,0
user_1860,item_289,0
user_1035,item_170,0
user_1342,item_133,0
user_919,item_377,1
user_795,item_5,0
user_494,item_477,0
user_1595,item_83,0
user_604,item_146,1
user_1999,item_154,0
user_673,item_296,1
user_862,item_338,0
user_41,item_327,0
user_229,item_491,0
user_832,item_262,0
user_1312,item_342,0
user_742,item_149,0
user_9,item_243,0
user_1295,item_126,0
user_487,item_180,0
user_769,item_175,0
user_1696,item_192,0
user_912,item_40,0
user_879,item_88,1
user_892,item_326,0
user_794,item_22,0
user_387,item_232,0
user_189,item_448,0
user_1359,item_43,0
user_329,item_168,0
user_1744,item_68,0
user_878,item_327,0
user_1257,item_313,0
user_1362,item_383,1
user_1336,item_418,0
user_618,item_261,1
user_858,item_403,0
user_169,item_497,1
user_949,item_269,0
user_876,item_287,0
user_1519,item_424,0
user_997,item_154,0
user_719,item_464,0
user_873,item_380,0
user_1582,item_240,0
user_1003,item_56,0
user_327,item_14,0
user_1600,item_208,0
user_914,item_19,1
user_1018,item_467,1
user_485,item_361,0
user_526,item_346,1
user_995,item_478,0
user_134,item_59,0
user_1144,item_140,0
user_456,item_249,0
user_1868,item_271,0
user_557,item_238,0
user_491,item_269,0
user_1811,item_452,0
user_456,item_168,0
user_1208,item_163,0
user_558,item_255,0
user_1589,item_136,1
